"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-01","0.00",",,m",,,,,"91",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-02","0.00",",,m",,,,,"89",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-03","0.00",",,m",,,,,"83",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-04","0.00",",,m",,,,,"90",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-05","0.00",",,m",,,,,"88",",,m","58",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-06","0.00",",,m",,,,,"90",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-07","0.00",",,m",,,,,"78",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-08","0.00",",,m",,,,,"80",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-09","0.00",",,m",,,,,"82",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-10","0.00",",,m",,,,,"86",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-11","0.00",",,m",,,,,"75",",,m","58",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-12","0.00",",,m",,,,,"62",",S,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-13","0.00",",,m",,,,,"91",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-14","0.00",",,m",,,,,"87",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-15","0.00",",,m",,,,,"91",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-16","0.00",",,m",,,,,"88",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-17","0.00",",,m",,,,,"84",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-18","0.00",",,m",,,,,"81",",,m","53",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-19","0.00",",,m",,,,,"71",",,m","53",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-20","0.00",",,m",,,,,"74",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-21","0.00",",,m",,,,,"77",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-22","0.00",",,m",,,,,"76",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-23","0.00",",,m",,,,,"77",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-24","0.00",",,m",,,,,"80",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-25","0.00",",,m",,,,,"81",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-26","0.00",",,m",,,,,"84",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-27","0.00",",,m",,,,,"77",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-28","0.00",",,m",,,,,"77",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-29","0.00",",,m",,,,,"79",",,m","58",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-30","0.00",",,m",,,,,"68",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-01-31","0.00",",,m",,,,,"77",",,m","41",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-01","0.00",",,m",,,,,"86",",,m","41",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-02","0.00",",,m",,,,,"82",",,m","41",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-03","0.00",",,m",,,,,"82",",,m","44",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-04","0.00",",,m",,,,,"71",",,m","44",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-05","0.00",",,m",,,,,"89",",,m","43",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-06","0.00",",,m",,,,,"76",",,m","43",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-07","0.00",",,m",,,,,"75",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-08","0.00",",,m",,,,,"59",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-09","0.00",",,m",,,,,"74",",,m","47",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-10","0.00",",,m",,,,,"86",",,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-11","0.00",",,m",,,,,"86",",,m","42",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-12","0.00",",,m",,,,,"86",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-13","0.00",",,m",,,,,"64",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-14","0.00",",,m",,,,,"73",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-15","0.00",",,m",,,,,"89",",,m","41",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-16","0.00",",,m",,,,,"77",",,m","41",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-17","0.00",",,m",,,,,"89",",,m","45",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-18","0.00",",,m",,,,,"67",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-19","0.00",",,m",,,,,"73",",,m","50",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-20","0.00",",,m",,,,,"83",",,m","46",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-21","0.00",",,m",,,,,"92",",,m","48",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-22","0.00",",,m",,,,,"87",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-23","0.00",",,m",,,,,"56",",S,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-24","0.00",",,m",,,,,"58",",S,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-25","0.00",",,m",,,,,"57",",,m","52",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-26","0.00",",,m",,,,,"60",",,m","52",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-27","0.00",",,m",,,,,"62",",,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-28","0.00",",,m",,,,,"73",",,m","54",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-02-29","0.00",",,m",,,,,"89",",,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-01","0.00",",,m",,,,,"92",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-02","0.00",",,m",,,,,"100",",,m","58",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-03","0.00",",,m",,,,,"91",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-04","0.00",",,m",,,,,"85",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-05","0.00",",,m",,,,,"81",",,m","61",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-06","0.00",",,m",,,,,"83",",,m","56",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-07","0.00",",,m",,,,,"88",",,m","56",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-08","0.00",",,m",,,,,"86",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-09","0.00",",,m",,,,,"97",",,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-10","0.00",",,m",,,,,"99",",,m","52",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-11","0.00",",,m",,,,,"100",",,m","53",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-12","0.00",",,m",,,,,"90",",,m","56",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-13","0.00",",,m",,,,,"95",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-14","0.00",",,m",,,,,"99",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-15","0.00",",,m",,,,,"97",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-16","0.00",",,m",,,,,"99",",,m","57",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-17","0.00",",,m",,,,,"97",",,m","56",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-18","0.00",",,m",,,,,"78",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-19","0.00",",,m",,,,,"75",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-20","0.00",",,m",,,,,"74",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-21","0.00",",,m",,,,,"83",",,m","57",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-22","0.00",",,m",,,,,"85",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-23","0.00",",,m",,,,,"88",",,m","53",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-24","0.00",",,m",,,,,"95",",,m","52",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-25","0.00",",,m",,,,,"95",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-26","0.00",",,m",,,,,"98",",,m","52",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-27","0.00",",,m",,,,,"90",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-28","0.00",",,m",,,,,"98",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-29","0.00",",,m",,,,,"101",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-30","0.00",",,m",,,,,"99",",,m","63",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-03-31","0.00",",,m",,,,,"101",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-01","0.00",",,m",,,,,"97",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-02","0.00",",,m",,,,,"97",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-03","0.00",",,m",,,,,"96",",,m","57",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-04","0.00",",,m",,,,,"77",",,m","65",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-05","0.00",",,m",,,,,"81",",,m","57",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-06","0.00",",,m",,,,,"81",",,m","55",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-07","0.00",",,m",,,,,"96",",,m","51",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-08","0.00",",,m",,,,,"98",",,m","57",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-09","0.00",",,m",,,,,"100",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-10","0.00",",,m",,,,,"90",",,m","65",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-11","0.00",",,m",,,,,"90",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-12","0.00",",,m",,,,,"95",",,m","61",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-13","0.00",",,m",,,,,"100",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-14","0.20",",,m",,,,,"103",",,m","64",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-15","0.07",",,m",,,,,"95",",,m","71",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-16","0.00",",,m",,,,,"99",",,m","65",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-17","0.00",",,m",,,,,"101",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-18","0.04",",,m",,,,,"90",",,m","64",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-19","0.00",",,m",,,,,"92",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-20","0.00",",,m",,,,,"92",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-21","0.00",",,m",,,,,"94",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-22","0.00",",,m",,,,,"94",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-23","0.00",",,m",,,,,"100",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-24","0.00",",,m",,,,,"99",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-25","0.00",",,m",,,,,"98",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-26","0.00",",,m",,,,,"97",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-27","0.00",",,m",,,,,"99",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-28","0.00",",,m",,,,,"99",",,m","60",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-29","0.00",",,m",,,,,"101",",,m","61",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-04-30","0.00",",,m",,,,,"103",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-01","0.00",",,m",,,,,"92",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-02","0.00",",,m",,,,,"100",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-03","0.00",",,m",,,,,"97",",,m","72",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-04","0.00",",,m",,,,,"102",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-05","0.00",",,m",,,,,"101",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-06","0.00",",,m",,,,,"104",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-07","0.00",",,m",,,,,"95",",,m","74",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-08","0.00",",,m",,,,,"87",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-09","0.00",",,m",,,,,"100",",,m","59",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-10","0.00",",,m",,,,,"99",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-11","0.00",",,m",,,,,"92",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-12","0.00",",,m",,,,,"99",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-13","0.00",",,m",,,,,"92",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-14","0.00",",,m",,,,,"99",",,m","61",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-15","0.00",",,m",,,,,"103",",,m","62",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-16","0.00",",,m",,,,,"103",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-17","0.11",",,m",,,,,"100",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-18","0.21",",,m",,,,,"100",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-19","1.50",",,m",,,,,"98",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-20","0.00",",,m",,,,,"95",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-21","0.00",",,m",,,,,"92",",,m","73",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-22","0.00",",,m",,,,,"95",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-23","0.00",",,m",,,,,"98",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-24","0.00",",,m",,,,,"97",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-25","0.00",",,m",,,,,"102",",,m","73",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-26","0.00",",,m",,,,,"101",",,m","72",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-27","0.00",",,m",,,,,"99",",,m","71",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-28","0.00",",,m",,,,,"91",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-29","0.00",",,m",,,,,"95",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-30","0.00",",,m",,,,,"93",",,m","65",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-05-31","0.00",",,m",,,,,"91",",,m","71",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-01","0.00",",,m",,,,,"96",",,m","65",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-02","0.00",",,m",,,,,"98",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-03","0.01",",,m",,,,,"95",",,m","73",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-04","0.70",",,m",,,,,"96",",,m","73",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-05","1.62",",,m",,,,,"95",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-06","0.08",",,m",,,,,"89",",,m","71",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-07","0.27",",,m",,,,,"90",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-08","0.20",",,m",,,,,"92",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-09","1.00",",,m",,,,,"90",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-10","0.51",",,m",,,,,"86",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-11","0.37",",,m",,,,,"86",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-12","0.05",",,m",,,,,"88",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-13","0.63",",,m",,,,,"92",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-14","0.47",",,m",,,,,"92",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-15","0.00",",,m",,,,,"92",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-16","0.41",",,m",,,,,"92",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-17","0.00",",,m",,,,,"93",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-18","0.00",",,m",,,,,"91",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-19","2.10",",,m",,,,,"91",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-20","0.33",",,m",,,,,"86",",,m","67",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-21","0.84",",,m",,,,,"85",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-22","0.19",",,m",,,,,"87",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-23","0.05",",,m",,,,,"89",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-24","0.00",",,m",,,,,"93",",,m","64",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-25","0.11",",,m",,,,,"92",",,m","69",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-26","0.39",",,m",,,,,"86",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-27","0.16",",,m",,,,,"86",",,m","66",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-28","0.08",",,m",,,,,"86",",,m","68",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-29","0.28",",,m",,,,,"87",",,m","70",",,m"
"MXN00007202","TUXTLA GUTIERREZ DGE, MX","16.75","-93.1167","542.8","1960-06-30","0.41",",,m",,,,,"88",",,m","67",",,m"
